,           YEAR,           JDAY,        PRECACC,          ETACC,         ROFACC,      OVRFLWACC,      LATFLWACC,    DRAINSOLACC,       DSTGWACC,           PREC,             ET,            ROF,         OVRFLW,         LATFLW,       DRAINSOL,        FZWSCAN,        LQWSCAN,            SNO,        LQWSSNO,        LQWSPND,       LQWSSOL1,       FZWSSOL1,       ALWSSOL1,       LQWSSOL2,       FZWSSOL2,       ALWSSOL2,       LQWSSOL3,       FZWSSOL3,       ALWSSOL3,       LQWSSOL4,       FZWSSOL4,       ALWSSOL4,        LQWSSOL,        FZWSSOL,        ALWSSOL,          STGGW,            DZS,           STGW,          DSTGW
47,0,0,207.66000000000003,4.980000000000004,186.06999999999994,11.35,174.72999999999996,0,0.13000000000000256,20.23,0.6099999999999999,27.169999999999998,2.26,24.919999999999998,0,0.0,0.09999999999999998,10.36,0.41,0.11,0.9400000000000013,0.0,0.9400000000000013,2.2900000000000063,0.0,2.2900000000000063,9.759999999999991,0.0,9.759999999999991,37.629999999999995,0,37.629999999999995,50.63000000000005,0.0,50.63000000000005,9.769999999999996,0,51.84000000000003,4.9
48,0,0,166.91000000000003,4.909999999999997,149.11,11.59,137.51999999999998,0,0.07000000000000028,40.75,0.06999999999999995,36.96,0.22999999999999998,37.19,0,0.0,0.010000000000000009,7.61,0.3,0.1,1.7199999999999989,0.0,1.7199999999999989,0.5399999999999991,0.0,0.5399999999999991,8.480000000000018,0.0,8.480000000000018,37.78,0,37.78,45.09000000000003,0.0,45.09000000000003,9.560000000000002,0,43.51999999999998,8.31
49,0,0,168.22999999999996,5.109999999999999,152.16000000000003,11.76,140.39999999999992,0,0.23999999999999488,1.33,0.19000000000000006,3.0500000000000003,0.17,2.8699999999999997,0,0.01,0.03999999999999998,6.02,0.23,0.09,0.00999999999999801,0.03,0.03999999999999915,0.8100000000000023,0.0,0.8100000000000023,6.939999999999998,0.0,6.939999999999998,37.72999999999999,0,37.72999999999999,45.49999999999994,0.03,45.53000000000003,9.310000000000002,0,42.5,1.02
50,0,0,168.20999999999998,5.609999999999999,152.66000000000003,11.76,140.88999999999993,0,0.37000000000000455,0.02,0.5099999999999999,0.5,0.01,0.49,0,0.060000000000000005,0.07,5.61,0.06,0.02,1.0600000000000023,0.99,0.07000000000000028,1.0900000000000034,0.0,1.0900000000000034,6.289999999999992,0.0,6.289999999999992,37.56,0,37.56,43.870000000000005,0.99,44.860000000000014,9.039999999999992,0,41.370000000000005,1.14
51,0,0,167.77999999999997,6.479999999999997,152.20999999999992,12.05,140.16000000000003,0,0.46999999999999886,0.4300000000000015,0.86,0.4500000000000002,0.29,0.7400000000000002,0,0.0,0.03999999999999998,5.21,0.04,0.06,1.2800000000000011,1.07,0.21000000000000085,0.8699999999999974,0.0,0.8699999999999974,5.8300000000000125,0.0,5.8300000000000125,37.25999999999999,0,37.25999999999999,42.67999999999995,1.07,43.75,8.790000000000006,0,40.30000000000007,1.08
52,0,0,169.20999999999998,6.1200000000000045,155.49,12.14,143.35000000000002,0,0.5800000000000054,1.43,0.3600000000000001,3.28,0.09,3.19,0,0.0,0.15,4.22,0.08,0.09,0.23999999999999844,0.0,0.23999999999999844,1.6300000000000026,0.0,1.6300000000000026,5.900000000000006,0.0,5.900000000000006,36.93000000000001,0,36.93000000000001,44.69,0.0,44.69,8.590000000000003,0,40.629999999999995,0.33999999999999997
53,0,0,174.31999999999994,6.119999999999997,160.61,12.51,148.12000000000006,0,0.6799999999999997,5.1000000000000005,0.0,5.13,0.37,4.77,0,0.0,0.05000000000000002,3.16,0.1,0.1,0.3999999999999986,0.0,0.3999999999999986,1.6299999999999955,0.0,1.6299999999999955,5.909999999999997,0.0,5.909999999999997,36.69999999999999,0,36.69999999999999,44.64000000000004,0.0,44.64000000000004,8.400000000000006,0,39.64999999999998,0.99
54,0,0,191.61999999999995,6.75,177.59999999999997,13.57,164.02999999999997,0,0.75,17.310000000000002,0.6399999999999999,16.970000000000002,1.07,15.91,0,0.0,0.12999999999999998,2.12,0.08,0.1,1.0599999999999987,0.0,1.0599999999999987,1.3900000000000006,0.0,1.3900000000000006,6.069999999999993,0.0,6.069999999999993,36.47,0,36.47,45.0,0.0,45.0,8.219999999999999,0,39.200000000000045,0.4500000000000002
55,0,0,259.82000000000005,6.539999999999999,243.04999999999995,16.38,226.67000000000002,0,0.8800000000000026,68.2,0.20999999999999996,65.46,2.81,62.64,0,0.0,0.29,1.33,0.05,0.1,2.5100000000000016,0.0,2.5100000000000016,2.5700000000000003,0.0,2.5700000000000003,6.8799999999999955,0.0,6.8799999999999955,36.34,0,36.34,48.299999999999955,0.0,48.299999999999955,8.049999999999997,0,42.01999999999998,2.8200000000000003
56,0,0,264.93,5.850000000000001,249.60999999999996,16.67,232.93999999999994,0,0.990000000000002,5.1,0.7000000000000002,6.56,0.29,6.27,0,0.0,0.19,0.87,0.03,0.1,0.8000000000000007,0.0,0.8000000000000007,3.520000000000003,0.0,3.520000000000003,7.340000000000003,0.0,7.340000000000003,36.41,0,36.41,48.079999999999984,0.0,48.079999999999984,7.790000000000006,0,41.49000000000001,0.53
